"sentence,tense,aspect"
Russia was invading Crimea,past progressive,progressive
Russia annexes Crimea,present simple,progressive
Russia has invaded Crimea,present perfect,perfect
Russia annexes Crimea,present simple,progressive
Russia had invaded Crimea,past perfect,perfect
Russia annexes Crimea,present simple,progressive
Russia will invade Crimea,future simple,progressive
Russia annexes Crimea,present simple,progressive
Russia invades Crimea,present simple,progressive
Russia annexes Crimea,present simple,progressive
Russia invaded Crimea,past simple,perfect
Russia annexed Crimea,past simple,perfect
Russia is invading Crimea,present progressive,progressive
Russia annexed Crimea,past simple,perfect
Russia was invading Crimea,past progressive,progressive
Russia annexed Crimea,past simple,perfect
Russia has invaded Crimea,present perfect,perfect
Russia annexed Crimea,past simple,perfect
Russia had invaded Crimea,past perfect,perfect
Russia annexed Crimea,past simple,perfect
Russia will invade Crimea,future simple,progressive
Russia annexed Crimea,past simple,perfect
Russia invades Crimea,present simple,progressive
Russia annexed Crimea,past simple,perfect
Russia invaded Crimea,past simple,perfect
Tom is paying for the coffee,present progressive,progressive
Tom is purchasing the coffee,present progressive,progressive
Tom is paying for the coffee,present progressive,progressive
Tom was purchasing the coffee,past progressive,progressive
Tom is paying for the coffee,present progressive,progressive
Tom has purchased the coffee,present perfect,perfect
Tom is paying for the coffee,present progressive,progressive
Tom had purchased the coffee,past perfect,perfect
Tom is paying for the coffee,present progressive,progressive
Tom will purchase the coffee,future simple,progressive
Tom is paying for the coffee,present progressive,progressive
Tom purchases the coffee,present simple,progressive
Tom is paying for the coffee,present progressive,progressive
Tom purchased the coffee,past simple,perfect
Tom was paying for the coffee,past progressive,progressive
Tom is purchasing the coffee,present progressive,progressive
Tom was paying for the coffee,past progressive,progressive
Tom was purchasing the coffee,past progressive,progressive
Tom was paying for the coffee,past progressive,progressive
Tom has purchased the coffee,present perfect,perfect
Tom was paying for the coffee,past progressive,progressive
Tom had purchased the coffee,past perfect,perfect
Tom was paying for the coffee,past progressive,progressive
Tom will purchase the coffee,future simple,progressive
Tom was paying for the coffee,past progressive,progressive
Tom purchases the coffee,present simple,progressive
Tom was paying for the coffee,past progressive,progressive
Tom purchased the coffee,past simple,perfect
Tom has paid for the coffee,present perfect,perfect
Tom is purchasing the coffee,present progressive,progressive
Tom has paid for the coffee,present perfect,perfect
Tom was purchasing the coffee,past progressive,progressive
Tom has paid for the coffee,present perfect,perfect
Tom has purchased the coffee,present perfect,perfect
Tom has paid for the coffee,present perfect,perfect
Tom had purchased the coffee,past perfect,perfect
Tom has paid for the coffee,present perfect,perfect
Tom will purchase the coffee,future simple,progressive
Tom has paid for the coffee,present perfect,perfect
